Test Case ID,Module Name,Feature Name,Test Scenario,Preconditions,Test Steps,Expected Result,Actual Result,Test Data,Priority,Severity,Test Type,Status,Browser/Device Compatibility,Remarks
TC_NOTIF_453,Notification Testing,Email,Verify password reset email UI - Test empty required fields,Email Client,"1. Trigger reset
2. Open email
- Submit without required data",Validation errors highlight fields,Pending,Email Inbox,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_NOTIF_454,Notification Testing,Email,Verify password reset email UI - Test on Firefox,Email Client,"1. Trigger reset
2. Open email
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,Email Inbox,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_NOTIF_455,Notification Testing,Email,Verify password reset email UI - Test on small viewport (320px),Email Client,"1. Trigger reset
2. Open email
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,Email Inbox,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_NOTIF_456,Notification Testing,Email,Verify password reset email UI - Simulate page refresh during action,Email Client,"1. Trigger reset
2. Open email
- Hit F5 mid-process",State is recovered or fails safely,Pending,Email Inbox,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_NOTIF_457,Notification Testing,SMS,Verify OTP SMS delivery,Mobile Phone,1. Trigger OTP,SMS received within 10s,Pending,Phone Number,High,Critical,Integration,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_NOTIF_458,Notification Testing,SMS,Verify OTP SMS delivery - Test max allowed string length,Mobile Phone,"1. Trigger OTP
- Input string of 255 chars",System handles limit gracefully,Pending,Phone Number,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_NOTIF_459,Notification Testing,SMS,Verify OTP SMS delivery - Test empty required fields,Mobile Phone,"1. Trigger OTP
- Submit without required data",Validation errors highlight fields,Pending,Phone Number,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_NOTIF_460,Notification Testing,SMS,Verify OTP SMS delivery - Test on Firefox,Mobile Phone,"1. Trigger OTP
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,Phone Number,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_NOTIF_461,Notification Testing,SMS,Verify OTP SMS delivery - Test on small viewport (320px),Mobile Phone,"1. Trigger OTP
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,Phone Number,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_NOTIF_462,Notification Testing,SMS,Verify OTP SMS delivery - Simulate page refresh during action,Mobile Phone,"1. Trigger OTP
- Hit F5 mid-process",State is recovered or fails safely,Pending,Phone Number,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_EDGE_463,Edge Cases,Cart Out of Stock,Verify cart behavior if OOS,Item in Cart,"1. Admin sets stock 0
2. User goes to checkout",Error: Item removed from cart,Pending,Admin Access,High,Critical,Functional,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_EDGE_464,Edge Cases,Cart Out of Stock,Verify cart behavior if OOS - Test max allowed string length,Item in Cart,"1. Admin sets stock 0
2. User goes to checkout
- Input string of 255 chars",System handles limit gracefully,Pending,Admin Access,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_EDGE_465,Edge Cases,Cart Out of Stock,Verify cart behavior if OOS - Test empty required fields,Item in Cart,"1. Admin sets stock 0
2. User goes to checkout
- Submit without required data",Validation errors highlight fields,Pending,Admin Access,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_EDGE_466,Edge Cases,Cart Out of Stock,Verify cart behavior if OOS - Test on Firefox,Item in Cart,"1. Admin sets stock 0
2. User goes to checkout
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,Admin Access,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_EDGE_467,Edge Cases,Cart Out of Stock,Verify cart behavior if OOS - Test on small viewport (320px),Item in Cart,"1. Admin sets stock 0
2. User goes to checkout
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,Admin Access,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_EDGE_468,Edge Cases,Cart Out of Stock,Verify cart behavior if OOS - Simulate page refresh during action,Item in Cart,"1. Admin sets stock 0
2. User goes to checkout
- Hit F5 mid-process",State is recovered or fails safely,Pending,Admin Access,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_EDGE_469,Edge Cases,Multi-tab,Verify cart sync across tabs,2 Tabs Open,"1. Add to cart in Tab A
2. Check Tab B",Cart count updates in Tab B,Pending,N/A,Medium,Major,Functional,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_EDGE_470,Edge Cases,Multi-tab,Verify cart sync across tabs - Test max allowed string length,2 Tabs Open,"1. Add to cart in Tab A
2. Check Tab B
- Input string of 255 chars",System handles limit gracefully,Pending,N/A,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_EDGE_471,Edge Cases,Multi-tab,Verify cart sync across tabs - Test empty required fields,2 Tabs Open,"1. Add to cart in Tab A
2. Check Tab B
- Submit without required data",Validation errors highlight fields,Pending,N/A,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_EDGE_472,Edge Cases,Multi-tab,Verify cart sync across tabs - Test on Firefox,2 Tabs Open,"1. Add to cart in Tab A
2. Check Tab B
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,N/A,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_EDGE_473,Edge Cases,Multi-tab,Verify cart sync across tabs - Test on small viewport (320px),2 Tabs Open,"1. Add to cart in Tab A
2. Check Tab B
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,N/A,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_EDGE_474,Edge Cases,Multi-tab,Verify cart sync across tabs - Simulate page refresh during action,2 Tabs Open,"1. Add to cart in Tab A
2. Check Tab B
- Hit F5 mid-process",State is recovered or fails safely,Pending,N/A,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_EDGE_475,Edge Cases,Network Drop,Verify offline notification,Any page,1. Disconnect Wi-Fi,'You are offline' banner shown,Pending,No Internet,Medium,Minor,UI,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_EDGE_476,Edge Cases,Network Drop,Verify offline notification - Test max allowed string length,Any page,"1. Disconnect Wi-Fi
- Input string of 255 chars",System handles limit gracefully,Pending,No Internet,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_EDGE_477,Edge Cases,Network Drop,Verify offline notification - Test empty required fields,Any page,"1. Disconnect Wi-Fi
- Submit without required data",Validation errors highlight fields,Pending,No Internet,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_EDGE_478,Edge Cases,Network Drop,Verify offline notification - Test on Firefox,Any page,"1. Disconnect Wi-Fi
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,No Internet,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_EDGE_479,Edge Cases,Network Drop,Verify offline notification - Test on small viewport (320px),Any page,"1. Disconnect Wi-Fi
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,No Internet,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_EDGE_480,Edge Cases,Network Drop,Verify offline notification - Simulate page refresh during action,Any page,"1. Disconnect Wi-Fi
- Hit F5 mid-process",State is recovered or fails safely,Pending,No Internet,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_ANLT_481,Analytics Testing,Add to Cart Event,Verify GA4 event,On PDP,"1. Click Add to Cart
2. Check GA debugger",add_to_cart event fires with value,Pending,GA Debugger,Medium,Major,Integration,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_ANLT_482,Analytics Testing,Add to Cart Event,Verify GA4 event - Test max allowed string length,On PDP,"1. Click Add to Cart
2. Check GA debugger
- Input string of 255 chars",System handles limit gracefully,Pending,GA Debugger,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_ANLT_483,Analytics Testing,Add to Cart Event,Verify GA4 event - Test empty required fields,On PDP,"1. Click Add to Cart
2. Check GA debugger
- Submit without required data",Validation errors highlight fields,Pending,GA Debugger,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_ANLT_484,Analytics Testing,Add to Cart Event,Verify GA4 event - Test on Firefox,On PDP,"1. Click Add to Cart
2. Check GA debugger
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,GA Debugger,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_ANLT_485,Analytics Testing,Add to Cart Event,Verify GA4 event - Test on small viewport (320px),On PDP,"1. Click Add to Cart
2. Check GA debugger
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,GA Debugger,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_ANLT_486,Analytics Testing,Add to Cart Event,Verify GA4 event - Simulate page refresh during action,On PDP,"1. Click Add to Cart
2. Check GA debugger
- Hit F5 mid-process",State is recovered or fails safely,Pending,GA Debugger,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_ANLT_487,Analytics Testing,Purchase Event,Verify purchase tracking,Order Success,"1. View page
2. Check GA debugger",purchase event fires with order ID,Pending,GA Debugger,High,Critical,Integration,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_ANLT_488,Analytics Testing,Purchase Event,Verify purchase tracking - Test max allowed string length,Order Success,"1. View page
2. Check GA debugger
- Input string of 255 chars",System handles limit gracefully,Pending,GA Debugger,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_ANLT_489,Analytics Testing,Purchase Event,Verify purchase tracking - Test empty required fields,Order Success,"1. View page
2. Check GA debugger
- Submit without required data",Validation errors highlight fields,Pending,GA Debugger,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_ANLT_490,Analytics Testing,Purchase Event,Verify purchase tracking - Test on Firefox,Order Success,"1. View page
2. Check GA debugger
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,GA Debugger,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_ANLT_491,Analytics Testing,Purchase Event,Verify purchase tracking - Test on small viewport (320px),Order Success,"1. View page
2. Check GA debugger
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,GA Debugger,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_ANLT_492,Analytics Testing,Purchase Event,Verify purchase tracking - Simulate page refresh during action,Order Success,"1. View page
2. Check GA debugger
- Hit F5 mid-process",State is recovered or fails safely,Pending,GA Debugger,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
